InvoiceNo,CustomerID,InvoiceDate,month,weekday,hour,Country,quantity,order_value
78537030,16455.0,"2018-12-03 16:44:00",12,0,16,DE,142,8603.02
78537617,16086.0,"2018-12-07 13:45:00",12,4,13,DE,76,7114.30
78537628,16293.0,"2018-12-07 15:02:00",12,4,15,DE,189,9820.26
78537672,13050.0,"2018-12-08 09:30:00",12,5,9,DE,182,4858.11
78537674,15628.0,"2018-12-08 09:51:00",12,5,9,DE,250,18454.30
78537758,16122.0,"2018-12-08 11:41:00",12,5,11,DE,118,6359.88
78538008,12683.0,"2018-12-09 12:17:00",12,6,12,France,552,57610.17
78539084,13890.0,"2018-12-16 09:31:00",12,6,9,DE,93,8986.98
78539089,15246.0,"2018-12-16 09:46:00",12,6,9,DE,86,9590.02
78539225,15379.0,"2018-12-16 13:02:00",12,6,13,DE,768,93803.20
78540387,16306.0,"2019-01-06 17:58:00",1,6,17,DE,149,7670.94
78540732,16122.0,"2019-01-11 10:19:00",1,4,10,DE,328,35265.04
78541273,13155.0,"2019-01-17 11:21:00",1,3,11,DE,94,4750.50
78542124,14248.0,"2019-01-25 14:45:00",1,4,14,DE,102,8164.22
78542268,15358.0,"2019-01-27 08:30:00",1,6,8,DE,420,26843.93
78543005,16378.0,"2019-02-02 12:42:00",2,5,12,DE,116,10228.72
78543113,13047.0,"2019-02-03 13:06:00",2,6,13,DE,211,18568.19
78543798,15058.0,"2019-02-13 11:13:00",2,2,11,DE,86,12093.62
78543824,14631.0,"2019-02-14 09:31:00",2,3,9,DE,160,29903.90
78544041,17730.0,"2019-02-15 11:50:00",2,4,11,DE,180,21565.92
78544211,13018.0,"2019-02-17 11:05:00",2,6,11,DE,166,6122.04
78544445,16746.0,"2019-02-20 10:56:00",2,2,10,DE,200,13700.11
78544484,15321.0,"2019-02-21 11:10:00",2,3,11,DE,545,26985.03
78544574,12365.0,"2019-02-21 13:51:00",2,3,13,Cyprus,173,15176.78
78545214,17165.0,"2019-02-28 16:39:00",2,3,16,DE,100,3559.92
78545468,16571.0,"2019-03-03 09:41:00",3,6,9,DE,378,57478.25
78546317,14913.0,"2019-03-11 09:07:00",3,0,9,DE,484,68199.41
78546829,14840.0,"2019-03-17 12:00:00",3,6,12,DE,31,1576.60
78547095,13018.0,"2019-03-21 09:03:00",3,3,9,DE,358,50514.16
78547098,16384.0,"2019-03-21 10:13:00",3,3,10,DE,200,19500.03
78547985,16455.0,"2019-03-29 08:43:00",3,4,8,DE,196,13307.52
78548331,13047.0,"2019-03-30 13:28:00",3,5,13,DE,193,31226.76
78549467,13305.0,"2019-04-08 14:26:00",4,0,14,DE,125,10564.06
78549574,18226.0,"2019-04-10 16:02:00",4,2,16,DE,226,28068.62
78549754,13700.0,"2019-04-12 11:32:00",4,4,11,DE,380,30679.29
78549789,17160.0,"2019-04-12 12:00:00",4,4,12,DE,569,29948.07
78550303,18213.0,"2019-04-17 10:21:00",4,2,10,DE,232,22933.06
78550766,17463.0,"2019-04-20 12:30:00",4,5,12,DE,109,5629.33
78550775,15805.0,"2019-04-20 13:18:00",4,5,13,DE,515,50193.98
78551160,15237.0,"2019-04-26 15:04:00",4,4,15,DE,670,73286.49
78551258,12621.0,"2019-04-27 12:02:00",4,5,12,UK,460,51081.12
78551349,14740.0,"2019-04-28 10:03:00",4,6,10,DE,224,12339.74
78551561,17422.0,"2019-05-03 10:49:00",5,4,10,DE,128,14365.34
78551734,18178.0,"2019-05-04 10:15:00",5,5,10,DE,407,61965.63
78552054,15062.0,"2019-05-06 10:19:00",5,0,10,DE,276,16689.48
78552276,18142.0,"2019-05-08 12:31:00",5,2,12,DE,292,65917.32
78552817,13136.0,"2019-05-11 12:47:00",5,5,12,DE,276,18404.90
78554069,15281.0,"2019-05-22 10:57:00",5,2,10,DE,215,15556.19
78554096,14921.0,"2019-05-22 12:51:00",5,2,12,DE,631,70691.75
78554280,14817.0,"2019-05-23 13:35:00",5,3,13,DE,281,25325.66
78554836,13015.0,"2019-05-26 16:25:00",5,6,16,DE,238,14277.49
78554948,14447.0,"2019-05-27 14:29:00",5,0,14,DE,177,7343.19
78555575,14466.0,"2019-06-05 15:47:00",6,2,15,DE,143,33616.45
78556942,14222.0,"2019-06-15 16:42:00",6,5,16,DE,607,67770.70
78558430,13238.0,"2019-06-29 12:12:00",6,5,12,DE,104,9086.24
78559070,13468.0,"2019-07-06 10:41:00",7,5,10,DE,75,2986.83
78559553,16174.0,"2019-07-11 09:23:00",7,3,9,DE,175,22949.34
78559652,17164.0,"2019-07-11 12:47:00",7,3,12,DE,200,11503.55
78560101,14891.0,"2019-07-14 18:08:00",7,6,18,DE,71,1583.47
78560483,12955.0,"2019-07-19 10:49:00",7,4,10,DE,350,55478.98
78560724,16186.0,"2019-07-20 13:55:00",7,5,13,DE,464,25434.26
78561008,18150.0,"2019-07-22 15:43:00",7,0,15,DE,96,7458.98
78561430,15172.0,"2019-07-27 11:29:00",7,5,11,DE,358,38457.38
78562021,16172.0,"2019-08-01 15:37:00",8,3,15,DE,136,25786.56
78562092,16133.0,"2019-08-02 12:55:00",8,4,12,DE,278,60177.42
78562163,15628.0,"2019-08-03 12:06:00",8,5,12,DE,245,22742.73
78562456,15194.0,"2019-08-05 10:39:00",8,0,10,DE,304,34754.92
78562523,16174.0,"2019-08-05 13:26:00",8,0,13,DE,260,12951.36
78562652,14844.0,"2019-08-08 13:34:00",8,3,13,DE,365,126632.97
78562774,13500.0,"2019-08-09 12:20:00",8,4,12,DE,128,13262.91
78562783,13018.0,"2019-08-09 13:22:00",8,4,13,DE,274,33294.90
78563036,14868.0,"2019-08-11 14:55:00",8,6,14,DE,234,25889.64
78563257,13799.0,"2019-08-15 12:07:00",8,3,12,DE,216,20749.52
78563688,16767.0,"2019-08-18 12:41:00",8,6,12,DE,573,33940.09
78565594,13510.0,"2019-09-05 14:11:00",9,3,14,DE,322,36339.94
78566364,15253.0,"2019-09-12 12:32:00",9,3,12,DE,355,33194.33
78566589,14753.0,"2019-09-13 14:50:00",9,4,14,DE,211,24869.30
78568672,15348.0,"2019-09-28 13:17:00",9,5,13,DE,84,6048.34
78569016,14916.0,"2019-09-30 09:20:00",9,0,9,DE,306,41536.34
78569567,16059.0,"2019-10-05 09:56:00",10,5,9,DE,40,3648.26
78569900,17651.0,"2019-10-06 16:17:00",10,6,16,DE,1261,138808.11
78570679,17769.0,"2019-10-11 15:26:00",10,4,15,DE,132,8532.15
78571185,13047.0,"2019-10-14 11:15:00",10,0,11,DE,226,23541.94
78571709,16463.0,"2019-10-18 15:52:00",10,4,15,DE,228,10323.10
78572075,16846.0,"2019-10-20 13:55:00",10,6,13,DE,135,11489.21
78572106,15058.0,"2019-10-20 17:04:00",10,6,17,DE,137,5513.87
78572231,13974.0,"2019-10-21 14:41:00",10,0,14,DE,249,53790.85
78572321,15592.0,"2019-10-24 08:59:00",10,3,8,DE,354,11685.94
78572563,12928.0,"2019-10-25 09:31:00",10,4,9,DE,216,15073.12
78574299,16746.0,"2019-11-03 16:06:00",11,6,16,DE,157,6347.29
78574533,12928.0,"2019-11-04 14:24:00",11,0,14,DE,566,74992.78
78574947,16422.0,"2019-11-08 09:03:00",11,4,9,DE,664,17646.34
78575194,16767.0,"2019-11-09 09:38:00",11,5,9,DE,222,12830.10
78575221,12949.0,"2019-11-09 11:25:00",11,5,11,DE,333,24088.78
78575642,14466.0,"2019-11-10 14:07:00",11,6,14,DE,177,14191.93
78576376,16341.0,"2019-11-15 09:11:00",11,4,9,DE,278,23765.04
78576516,16746.0,"2019-11-15 12:19:00",11,4,12,DE,204,13424.02
78576573,16600.0,"2019-11-15 13:52:00",11,4,13,DE,146,32492.78
78576649,16008.0,"2019-11-16 10:32:00",11,5,10,DE,125,16322.59
78576694,14426.0,"2019-11-16 12:25:00",11,5,12,DE,231,13805.01
78576771,13285.0,"2019-11-16 13:19:00",11,5,13,DE,597,47629.04
78577320,13880.0,"2019-11-18 13:44:00",11,0,13,DE,259,14118.18
78577514,16212.0,"2019-11-20 13:00:00",11,2,13,DE,93,5937.95
78577791,17100.0,"2019-11-21 16:36:00",11,3,16,DE,793,96146.13
78578118,12955.0,"2019-11-23 10:08:00",11,5,10,DE,620,104611.38
78578687,14703.0,"2019-11-25 09:23:00",11,0,9,DE,183,19001.83
78579258,15148.0,"2019-11-29 08:21:00",11,4,8,DE,187,12271.22
78580400,16561.0,"2019-12-04 11:50:00",12,2,11,DE,86,5163.68
78580972,15194.0,"2019-12-06 15:10:00",12,4,15,DE,758,137494.20
78581427,13890.0,"2019-12-08 15:36:00",12,6,15,DE,70,9015.99
78576404,,"2019-11-15 11:09:00",11,4,11,DE,18,161.82
78547402,,"2019-03-22 17:04:00",3,4,17,DE,12,161.88
78578247,14581.0,"2019-11-23 12:39:00",11,5,12,DE,217,10289.31
78537258,17227.0,"2018-12-06 11:16:00",12,3,11,DE,92,4650.82
78554677,,"2019-05-25 16:03:00",5,5,16,DE,9,161.91
78537967,12494.0,"2018-12-09 11:31:00",12,6,11,France,8,189.38
78539296,16816.0,"2018-12-16 17:01:00",12,6,17,DE,48,6785.64
78570500,15858.0,"2019-10-11 09:19:00",10,4,9,DE,170,13372.41
78552853,16712.0,"2019-05-11 15:13:00",5,5,15,DE,45,1886.51
78555541,16883.0,"2019-06-05 12:51:00",6,2,12,DE,50,2356.01
78551126,,"2019-04-26 12:47:00",4,4,12,DE,18,163.26
78572732,18079.0,"2019-10-25 15:21:00",10,4,15,DE,2017,186845.69
78537365,15078.0,"2018-12-06 12:38:00",12,3,12,DE,201,21729.22
78539570,15078.0,"2018-12-20 12:05:00",12,3,12,DE,144,18325.76
78541977,15078.0,"2019-01-24 14:44:00",1,3,14,DE,170,18130.16
78545035,15078.0,"2019-02-25 17:03:00",2,0,17,DE,202,23078.80
78549989,13221.0,"2019-04-13 16:58:00",4,5,16,DE,91,16803.27
78550495,13769.0,"2019-04-18 15:00:00",4,3,15,DE,74,3273.16
78559527,17787.0,"2019-07-10 11:24:00",7,2,11,DE,67,1565.53
78563837,15078.0,"2019-08-19 13:03:00",8,0,13,DE,150,20188.58
78578152,16954.0,"2019-11-23 11:21:00",11,5,11,DE,12,164.64
78566730,14606.0,"2019-09-14 13:31:00",9,5,13,DE,39,2019.97
78577711,15527.0,"2019-11-21 12:17:00",11,3,12,DE,94,2814.84
78576513,14715.0,"2019-11-15 12:10:00",11,4,12,DE,224,12315.89
78544808,14562.0,"2019-02-23 15:11:00",2,5,15,DE,60,3470.54
78545819,16356.0,"2019-03-07 12:31:00",3,3,12,DE,44,3846.59
78556724,16745.0,"2019-06-14 11:26:00",6,4,11,DE,89,2138.65
78559812,15051.0,"2019-07-12 15:29:00",7,4,15,DE,351,36456.82
78579880,,"2019-11-30 17:14:00",11,5,17,DE,5,164.90
78548383,,"2019-03-30 16:46:00",3,5,16,DE,5,164.95
78553496,14410.0,"2019-05-17 12:47:00",5,4,12,DE,20,2496.71
78564202,16342.0,"2019-08-24 08:27:00",8,5,8,DE,22,3764.78
78540797,15107.0,"2019-01-11 12:05:00",1,4,12,DE,1,165.00
78541109,15107.0,"2019-01-13 15:10:00",1,6,15,DE,2,173.39
78542057,15967.0,"2019-01-25 11:57:00",1,4,11,DE,62,6156.35
78543282,12956.0,"2019-02-06 16:08:00",2,2,16,DE,34,4057.05
78544467,14502.0,"2019-02-20 15:51:00",2,2,15,DE,107,11088.48
78544837,15910.0,"2019-02-24 10:29:00",2,6,10,DE,141,15493.38
78545830,17634.0,"2019-03-07 13:10:00",3,3,13,DE,125,6914.53
78546006,17639.0,"2019-03-08 15:22:00",3,4,15,DE,49,1066.51
78549787,13268.0,"2019-04-12 11:58:00",4,4,11,DE,163,7521.28
78548988,17618.0,"2019-04-05 13:07:00",4,4,13,DE,86,6365.65
78543041,16405.0,"2019-02-02 17:08:00",2,5,17,DE,3,388.53
78569080,15593.0,"2019-09-30 11:46:00",9,0,11,DE,60,4109.76
78539049,15615.0,"2018-12-15 16:21:00",12,5,16,DE,364,56667.34
78544690,14156.0,"2019-02-23 08:48:00",2,5,8,Ireland,668,53674.68
78549022,12901.0,"2019-04-05 16:23:00",4,4,16,DE,12,167.28
78556684,12901.0,"2019-06-14 09:57:00",6,4,9,DE,12,167.28
78565230,16705.0,"2019-09-02 09:24:00",9,0,9,DE,427,78474.29
78557774,13695.0,"2019-06-22 15:00:00",6,5,15,DE,38,7399.04
78578684,16856.0,"2019-11-25 08:59:00",11,0,8,DE,12,827.10
78559698,17589.0,"2019-07-11 17:07:00",7,3,17,DE,489,89685.03
78579430,12748.0,"2019-11-29 13:06:00",11,4,13,DE,132,15993.82
78559297,16743.0,"2019-07-07 12:36:00",7,6,12,DE,416,31901.97
78545517,12727.0,"2019-03-03 12:20:00",3,6,12,France,24,167.76
78580163,12828.0,"2019-12-02 11:12:00",12,0,11,DE,118,10183.71
78572616,18147.0,"2019-10-25 11:46:00",10,4,11,DE,123,9483.51
78548489,12619.0,"2019-03-31 13:10:00",3,6,13,UK,44,2987.28
78575209,14214.0,"2019-11-09 10:31:00",11,5,10,DE,48,1823.10
78554078,12971.0,"2019-05-22 11:38:00",5,2,11,DE,24,167.76
78579667,16361.0,"2019-11-30 12:32:00",11,5,12,DE,52,2803.30
78580403,17858.0,"2019-12-04 11:56:00",12,2,11,DE,143,9857.50
78580633,17579.0,"2019-12-05 12:28:00",12,3,12,DE,128,5139.97
78536397,17924.0,"2018-12-01 10:51:00",12,5,10,DE,60,4967.40
78541013,15694.0,"2019-01-13 11:54:00",1,6,11,DE,109,7061.71
78545684,15606.0,"2019-03-06 11:52:00",3,2,11,DE,76,5908.68
78560122,14332.0,"2019-07-15 10:33:00",7,0,10,DE,48,18167.52
78573545,16969.0,"2019-10-31 13:12:00",10,3,13,DE,76,6594.13
78546433,12778.0,"2019-03-14 08:37:00",3,3,8,Netherlands,151,2434.40
78551389,12437.0,"2019-04-28 11:45:00",4,6,11,France,146,8724.60
78577179,18061.0,"2019-11-18 11:20:00",11,0,11,DE,16,287.84
78540261,13089.0,"2019-01-06 09:57:00",1,6,9,DE,536,50662.72
78541112,18085.0,"2019-01-13 15:17:00",1,6,15,DE,187,16016.77
78541302,13769.0,"2019-01-17 14:18:00",1,3,14,DE,166,8165.08
78542238,12591.0,"2019-01-26 14:35:00",1,5,14,Italy,225,13993.02
78542616,16816.0,"2019-01-30 15:40:00",1,2,15,DE,143,5999.34
78543131,13539.0,"2019-02-03 15:23:00",2,6,15,DE,134,5792.24
78544673,13421.0,"2019-02-22 15:46:00",2,4,15,DE,495,39211.06
78545238,15241.0,"2019-03-01 11:02:00",3,4,11,DE,434,46699.75
78546769,17504.0,"2019-03-16 14:57:00",3,5,14,DE,523,65033.13
78547420,15449.0,"2019-03-23 10:43:00",3,5,10,DE,248,28349.34
78557110,17865.0,"2019-06-16 16:26:00",6,6,16,DE,12,167.88
78570017,15706.0,"2019-10-07 10:09:00",10,0,10,DE,12,167.88
78561707,14735.0,"2019-07-29 11:27:00",7,0,11,DE,12,167.88
78549914,14931.0,"2019-04-13 09:32:00",4,5,9,"Channel Islands",97,8761.29
78563932,14895.0,"2019-08-21 15:50:00",8,2,15,DE,8,167.92
78576303,15532.0,"2019-11-14 14:51:00",11,3,14,DE,146,8428.94
78568369,16710.0,"2019-09-26 16:15:00",9,3,16,DE,213,14956.37
78574444,18122.0,"2019-11-04 11:41:00",11,0,11,DE,151,14037.41
78574536,15707.0,"2019-11-04 14:35:00",11,0,14,DE,238,15804.93
78576508,17777.0,"2019-11-15 12:02:00",11,4,12,DE,180,33113.03
78578021,12748.0,"2019-11-22 13:22:00",11,4,13,DE,9,615.88
78578814,12748.0,"2019-11-25 13:40:00",11,0,13,DE,207,13111.72
78579471,,"2019-11-29 15:08:00",11,4,15,DE,402,25451.85
78580005,16376.0,"2019-12-01 11:38:00",12,6,11,DE,36,4180.73
78580148,,"2019-12-02 10:08:00",12,0,10,DE,114,11490.50
78536845,17961.0,"2018-12-02 19:18:00",12,6,19,DE,45,9088.43
78537855,15996.0,"2018-12-08 15:59:00",12,5,15,DE,95,6945.20
78541129,,"2019-01-14 10:14:00",1,0,10,DE,38,4491.97
78541504,14415.0,"2019-01-18 15:37:00",1,4,15,DE,74,7979.89
78541845,15167.0,"2019-01-23 12:41:00",1,2,12,DE,67,5570.11
78541855,13742.0,"2019-01-23 14:59:00",1,2,14,DE,278,35396.59
78542719,17619.0,"2019-01-31 14:18:00",1,3,14,DE,127,9397.97
78542737,15058.0,"2019-01-31 15:52:00",1,3,15,DE,103,8627.36
78542999,,"2019-02-02 12:16:00",2,5,12,DE,59,5327.86
78546466,18118.0,"2019-03-14 11:04:00",3,3,11,DE,151,21218.44
78546649,,"2019-03-15 14:17:00",3,4,14,DE,76,11296.85
78547374,16110.0,"2019-03-22 13:54:00",3,4,13,DE,143,13789.73
78547809,12748.0,"2019-03-25 13:54:00",3,0,13,DE,168,13073.26
78548168,,"2019-03-29 13:46:00",3,4,13,DE,65,5399.62
78548194,,"2019-03-29 15:30:00",3,4,15,DE,404,38682.44
78548952,15572.0,"2019-04-05 10:46:00",4,4,10,DE,207,13833.47
78550208,,"2019-04-15 10:39:00",4,0,10,DE,111,10384.98
78550215,,"2019-04-15 10:43:00",4,0,10,DE,124,10130.33
78551005,,"2019-04-26 09:48:00",4,4,9,DE,91,7543.17
78551006,,"2019-04-26 09:48:00",4,4,9,DE,86,9622.69
78551007,,"2019-04-26 09:49:00",4,4,9,DE,73,4868.48
78552290,16007.0,"2019-05-08 13:32:00",5,2,13,DE,420,23183.47
78552672,,"2019-05-10 15:06:00",5,4,15,DE,73,6681.98
78553766,,"2019-05-19 10:44:00",5,6,10,DE,123,10733.61
78555324,,"2019-06-02 11:02:00",6,6,11,DE,71,5464.30
78555325,,"2019-06-02 11:02:00",6,6,11,DE,27,2420.59
78556082,,"2019-06-08 15:22:00",6,5,15,DE,125,8451.04
78556083,,"2019-06-08 15:23:00",6,5,15,DE,58,8868.11
78556089,,"2019-06-08 15:25:00",6,5,15,DE,41,2483.22
78556429,,"2019-06-10 13:23:00",6,0,13,DE,46,4371.34
78556823,,"2019-06-15 10:24:00",6,5,10,DE,8,1015.86
78557481,,"2019-06-20 14:11:00",6,3,14,DE,74,4471.16
78557496,,"2019-06-20 15:19:00",6,3,15,DE,63,2665.75
78558316,,"2019-06-28 11:45:00",6,4,11,DE,66,7254.24
78558441,14606.0,"2019-06-29 12:59:00",6,5,12,DE,68,7760.95
78558681,,"2019-07-01 11:20:00",7,0,11,DE,35,1471.28
78559801,,"2019-07-12 13:46:00",7,4,13,DE,43,5088.02
78559802,,"2019-07-12 13:48:00",7,4,13,DE,99,8846.10
78559914,,"2019-07-13 15:13:00",7,5,15,DE,130,9880.27
78562258,16348.0,"2019-08-03 15:28:00",8,5,15,DE,119,14434.91
78563731,17576.0,"2019-08-18 17:44:00",8,6,17,DE,51,3021.20
78566234,15035.0,"2019-09-11 11:08:00",9,2,11,DE,245,45019.83
78551694,,"2019-05-03 13:36:00",5,4,13,DE,2,169.42
78580580,,"2019-12-05 10:33:00",12,3,10,DE,10,169.50
78573751,,"2019-11-01 09:33:00",11,4,9,DE,10,169.50
78538001,,"2018-12-09 11:45:00",12,6,11,DE,10,169.50
78579454,12901.0,"2019-11-29 14:08:00",11,4,14,DE,157,2413.83
78553187,16809.0,"2019-05-15 12:53:00",5,2,12,DE,109,5834.03
78555601,15852.0,"2019-06-06 11:22:00",6,3,11,DE,10,169.90
78537403,17191.0,"2018-12-06 14:43:00",12,3,14,DE,21,2033.03
78577133,13962.0,"2019-11-18 08:47:00",11,0,8,DE,57,7089.51
78549813,17972.0,"2019-04-12 12:16:00",4,4,12,DE,37,4046.15
78554816,17550.0,"2019-05-26 14:01:00",5,6,14,DE,22,826.10
78562878,16241.0,"2019-08-10 10:45:00",8,5,10,DE,78,9247.38
78566438,15996.0,"2019-09-12 15:14:00",9,3,15,DE,44,5125.54
78550949,17961.0,"2019-04-21 16:01:00",4,6,16,DE,19,640.81
78539316,17848.0,"2018-12-16 18:38:00",12,6,18,DE,22,2462.91
78543352,15577.0,"2019-02-07 13:32:00",2,3,13,DE,7,881.45
78569872,13089.0,"2019-10-06 15:05:00",10,6,15,DE,4,171.96
78572744,14085.0,"2019-10-25 16:14:00",10,4,16,DE,247,13955.30
78577317,16426.0,"2019-11-18 13:33:00",11,0,13,DE,95,8282.43
78537760,15973.0,"2018-12-08 11:42:00",12,5,11,DE,106,23796.46
78548642,17287.0,"2019-04-01 13:00:00",4,0,13,DE,120,11123.48
78540813,14669.0,"2019-01-11 12:41:00",1,4,12,DE,288,48792.64
78559120,16393.0,"2019-07-06 12:18:00",7,5,12,DE,248,43656.67
78547035,13911.0,"2019-03-20 10:33:00",3,2,10,DE,208,20609.24
78547327,12681.0,"2019-03-22 11:28:00",3,4,11,France,198,18856.18
78549323,12999.0,"2019-04-08 10:26:00",4,0,10,DE,310,21572.17
78550514,14631.0,"2019-04-18 16:49:00",4,3,16,DE,192,9989.00
78550670,17734.0,"2019-04-20 10:04:00",4,5,10,DE,66,2296.58
78550767,14776.0,"2019-04-20 12:32:00",4,5,12,DE,384,45503.34
78552018,16817.0,"2019-05-05 17:42:00",5,6,17,DE,72,5273.18
78553722,12999.0,"2019-05-18 16:37:00",5,5,16,DE,26,713.02
78553848,17364.0,"2019-05-19 12:50:00",5,6,12,DE,156,23120.42
78554858,17042.0,"2019-05-27 10:15:00",5,0,10,DE,120,20724.38
78555523,12468.0,"2019-06-05 11:36:00",6,2,11,UK,237,19806.09
78555741,16817.0,"2019-06-07 10:05:00",6,4,10,DE,123,10971.61
78555933,12567.0,"2019-06-08 08:49:00",6,5,8,France,216,20912.09
78555936,12567.0,"2019-06-08 09:16:00",6,5,9,France,216,20912.09
78556125,12947.0,"2019-06-09 10:20:00",6,6,10,DE,136,15339.74
78557219,14776.0,"2019-06-17 12:39:00",6,0,12,DE,406,43040.96
78564653,14776.0,"2019-08-26 14:23:00",8,0,14,DE,234,22437.18
78571551,15637.0,"2019-10-18 08:28:00",10,4,8,DE,128,5752.08
78540020,14462.0,"2019-01-04 12:45:00",1,4,12,DE,34,634.30
78540274,14618.0,"2019-01-06 11:59:00",1,6,11,DE,92,6799.88
78555116,16919.0,"2019-05-31 15:16:00",5,4,15,DE,173,33930.49
78557790,14099.0,"2019-06-22 16:33:00",6,5,16,DE,191,33699.07
78565665,15856.0,"2019-09-05 17:44:00",9,3,17,DE,285,46505.58
78558355,13614.0,"2019-06-28 14:58:00",6,4,14,DE,222,20329.92
78566001,13700.0,"2019-09-08 11:53:00",9,6,11,DE,11,634.30
78567912,15555.0,"2019-09-22 17:07:00",9,6,17,DE,536,53784.93
78545637,15514.0,"2019-03-04 12:16:00",3,0,12,DE,261,21698.43
78549280,13854.0,"2019-04-07 13:18:00",4,6,13,DE,82,30804.08
78570214,12748.0,"2019-10-09 11:50:00",10,2,11,DE,449,27175.17
78571267,17811.0,"2019-10-16 11:58:00",10,2,11,DE,69,4051.88
78543808,17454.0,"2019-02-13 13:22:00",2,2,13,DE,77,12564.14
78550493,15311.0,"2019-04-18 14:50:00",4,3,14,DE,820,157402.99
78555580,13983.0,"2019-06-05 16:05:00",6,2,16,DE,25,174.50
78538039,,"2018-12-09 13:07:00",12,6,13,DE,7,174.65
78539713,,"2018-12-21 12:43:00",12,4,12,DE,25,174.75
78555349,16729.0,"2019-06-02 12:08:00",6,6,12,DE,262,21822.66
78559141,15311.0,"2019-07-06 13:56:00",7,5,13,DE,380,68817.34
78547960,15644.0,"2019-03-28 15:27:00",3,3,15,DE,92,16610.40
78548621,16960.0,"2019-04-01 11:54:00",4,0,11,DE,95,10408.01
78553224,17228.0,"2019-05-16 10:40:00",5,3,10,DE,225,25873.23
78554839,14056.0,"2019-05-26 17:15:00",5,6,17,DE,126,11388.95
78555413,17994.0,"2019-06-03 09:50:00",6,0,9,DE,169,20984.34
78560232,14810.0,"2019-07-17 11:08:00",7,2,11,DE,114,7948.91
78569205,16923.0,"2019-10-02 10:55:00",10,2,10,DE,401,25800.51
78578307,17290.0,"2019-11-23 15:53:00",11,5,15,DE,276,16387.48
78579673,18283.0,"2019-11-30 12:59:00",11,5,12,DE,134,10827.69
78580193,16899.0,"2019-12-02 12:03:00",12,0,12,DE,66,3453.11
78538514,15044.0,"2018-12-12 14:27:00",12,2,14,DE,309,40208.83
78561820,,"2019-07-29 16:00:00",7,0,16,DE,371,51840.92
78566574,,"2019-09-13 13:14:00",9,4,13,DE,22,175.78
78572739,,"2019-10-25 15:44:00",10,4,15,DE,16,175.84
78555507,16186.0,"2019-06-03 16:39:00",6,0,16,DE,218,17027.46
78552949,16033.0,"2019-05-12 12:01:00",5,6,12,DE,226,20835.71
78546380,12748.0,"2019-03-11 12:26:00",3,0,12,DE,6,739.78
78545424,,"2019-03-02 14:34:00",3,5,14,DE,4,176.00
78554052,18048.0,"2019-05-20 14:58:00",5,0,14,DE,4,176.00
78570843,17293.0,"2019-10-12 14:22:00",10,5,14,DE,159,13731.47
78561365,,"2019-07-26 15:44:00",7,4,15,DE,10,176.60
78537673,12709.0,"2018-12-08 09:49:00",12,5,9,UK,132,28014.12
78558362,16029.0,"2019-06-28 15:14:00",6,4,15,DE,648,52061.64
78567944,14562.0,"2019-09-22 19:54:00",9,6,19,DE,96,10311.81
78571475,15033.0,"2019-10-17 14:42:00",10,3,14,DE,250,20285.66
78577498,15906.0,"2019-11-20 12:22:00",11,2,12,DE,70,2467.16
78577893,17073.0,"2019-11-22 11:47:00",11,4,11,DE,159,14301.44
78569740,15769.0,"2019-10-06 10:52:00",10,6,10,DE,1600,207296.60
78570864,16945.0,"2019-10-12 15:41:00",10,5,15,DE,194,22781.58
78574834,13139.0,"2019-11-07 11:30:00",11,3,11,DE,262,57929.78
78576920,13871.0,"2019-11-17 10:49:00",11,6,10,DE,266,29825.21
78579039,17031.0,"2019-11-28 10:23:00",11,3,10,DE,110,4962.20
78579685,15680.0,"2019-11-30 13:46:00",11,5,13,DE,205,9451.51
78562042,13075.0,"2019-08-02 10:19:00",8,4,10,DE,485,34505.28
78566282,15782.0,"2019-09-11 14:29:00",9,2,14,DE,644,225472.19
78554031,16497.0,"2019-05-20 13:58:00",5,0,13,DE,85,7591.05
78554809,16838.0,"2019-05-26 13:13:00",5,6,13,DE,92,10675.22
78548856,15311.0,"2019-04-04 13:26:00",4,3,13,DE,12,346.96
78566175,18237.0,"2019-09-09 12:36:00",9,0,12,DE,104,5481.10
78578234,13650.0,"2019-11-23 12:22:00",11,5,12,DE,130,8088.98
78569893,12627.0,"2019-10-06 15:51:00",10,6,15,UK,862,76305.83
78570637,12530.0,"2019-10-11 12:34:00",10,4,12,UK,311,16665.19
78571129,14156.0,"2019-10-14 10:03:00",10,0,10,Ireland,353,13871.87
78571658,12621.0,"2019-10-18 12:48:00",10,4,12,UK,343,29422.21
78575067,12583.0,"2019-11-08 12:45:00",11,4,12,France,459,44508.81
78581122,12839.0,"2019-12-07 12:33:00",12,5,12,DE,487,32846.05
78541880,13819.0,"2019-01-24 10:38:00",1,3,10,DE,546,31448.86
78542084,14680.0,"2019-01-25 12:31:00",1,4,12,DE,470,19183.19
78542887,12373.0,"2019-02-01 13:10:00",2,4,13,Austria,196,15535.32
78543900,12621.0,"2019-02-14 12:11:00",2,3,12,UK,409,20191.65
78545412,15061.0,"2019-03-02 12:24:00",3,5,12,DE,203,10777.27
78545994,12623.0,"2019-03-08 13:50:00",3,4,13,UK,189,13306.29
78546527,15061.0,"2019-03-14 13:00:00",3,3,13,DE,40,557.60
78546540,15061.0,"2019-03-14 15:05:00",3,3,15,DE,404,46907.76
78547925,12481.0,"2019-03-28 13:57:00",3,3,13,UK,421,20680.15
